site_id,region,beach_name,beaches,previous_visit_start_date,previous_visit_end_date,next_visit_start_date,next_visit_end_date,match_quality,site_review_reason,demographic_coordinate_source,is_strong_or_probable_match,has_all_selected_demographics,is_recommended_for_initial_model,next_total_weight,repollution_kg_per_day,repollution_kg_per_30_days,repollution_kg_per_90_days,repollution_positive,log1p_repollution_kg_per_day,previous_total_weight,days_between_visits,previous_visit_month,previous_visit_season,latitude,longitude,coastline_cleaned,width_length,road_network,tourist_business,orientation,sediment,wind_speed_previous,Pct_Age_15_34,Youth_Dependency,Avg_Household_Size,Unemployment_Rate,UrbanRural_Class,Daytime_Population_Pressure
1927,ΤΗΝΟΣ (2η Φορά),,ΤΉΝΟΣ ΠΑΡΑΛΊΑ 54,2020-10-26,2020-10-26,2025-10-11,2025-10-11,identity_review,multiple_regions,interval_coordinate,0,1,0,27.0,0.014908890115958,0.447266703478741,1.3418001104362232,1,0.014798845032218942,0.0,1811,10,Fall,37.567722,25.239639,,,,,East,,4.0,0.1835600454878874,0.2144180054208502,2.365675806111061,16.7,Rural,0.0112204401822745
1997,ΔΗΛΟΣ,,ΔΉΛΟΣ ΠΑΡΑΛΊΑ 11 (2),2020-01-24,2020-01-24,2020-11-23,2020-11-27,strong,ok,interval_coordinate,1,1,1,530.0,1.743421052631579,52.30263157894737,156.9078947368421,1,1.009205700952525,80.0,304,1,Winter,37.408111,25.273722,,,0.0,0.0,West,Rocky,5.0,0.2448014016939475,0.2485071175655115,2.365675806111061,16.7,Rural,0.0112204401822745
2003,ΑΝΤΙΨΑΡΑ,,ΑΝΤΊΨΑΡΑ ΠΑΡΑΛΊΑ 2,2020-12-06,2020-12-06,2025-08-15,2025-08-15,identity_review,multiple_regions,interval_coordinate,0,1,0,81.0,0.0472854640980735,1.418563922942207,4.25569176882662,1,0.04620154429462147,120.0,1713,12,Winter,38.531972,25.505,210.0,2100.0,0.0,0.0,South,Mixed,1.0,0.1912299701421098,0.2237353434945954,2.4659255295959417,16.5,Rural,0.0232558139534883
2005,ΑΝΤΙΨΑΡΑ,,ΑΝΤΊΨΑΡΑ ΠΑΡΑΛΊΑ 4,2020-12-06,2020-12-06,2025-08-15,2025-08-15,identity_review,multiple_regions,interval_coordinate,0,1,0,214.0,0.1249270286047869,3.747810858143608,11.243432574430823,1,0.11771817009024646,255.0,1713,12,Winter,38.5325,25.511278,115.0,5750.0,0.0,0.0,South,Mixed,1.0,0.1912299701421098,0.2237353434945954,2.4659255295959417,16.5,Rural,0.0232558139534883
2009,ΑΝΤΙΨΑΡΑ,ΠΑΡΑΛΊΑ ΨΙΛΉ ΆΜΜΟΣ,ΑΝΤΊΨΑΡΑ ΠΑΡΑΛΊΑ 8 (1) | ΑΝΤΊΨΑΡΑ ΠΑΡΑΛΊΑ 8 (2),2020-12-06,2020-12-08,2025-08-15,2025-08-15,identity_review,multiple_regions,interval_coordinate,0,1,0,168.0,0.0981881940385739,2.9456458211572176,8.836937463471653,1,0.0936617255212718,575.0,1711,12,Winter,38.532556,25.517889,295.0,32450.0,0.0,0.0,South,Sand,1.0,0.1674732298384289,0.1559566911160659,2.4659255295959417,16.5,Rural,0.0232558139534883
2011,ΑΝΤΙΨΑΡΑ,,ΑΝΤΊΨΑΡΑ ΠΑΡΑΛΊΑ 10,2020-12-07,2020-12-07,2025-08-25,2025-08-25,identity_review,multiple_regions,interval_coordinate,0,1,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1722,12,Winter,38.536361,25.499111,,,,,East,,4.0,0.1912299701421098,0.2237353434945954,2.4659255295959417,16.5,Rural,0.0232558139534883
2013,ΑΝΤΙΨΑΡΑ,,ΑΝΤΊΨΑΡΑ ΠΑΡΑΛΊΑ 12,2020-12-07,2020-12-07,2025-08-25,2025-08-25,identity_review,multiple_regions,interval_coordinate,0,1,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1722,12,Winter,38.55025,25.508694,,,,,East,,4.0,0.1912299701421098,0.2237353434945954,2.4659255295959417,16.5,Rural,0.0232558139534883
2015,ΑΝΤΙΨΑΡΑ,,ΑΝΤΊΨΑΡΑ ΠΑΡΑΛΊΑ 14,2020-12-07,2020-12-07,2025-08-25,2025-08-25,identity_review,multiple_regions,interval_coordinate,0,1,0,206.0,0.1196283391405342,3.588850174216028,10.766550522648084,1,0.11299679018281475,750.0,1722,12,Winter,38.549222,25.522694,60.0,540.0,0.0,0.0,North,Rocky,4.0,0.1674731965486474,0.1559565425371174,2.4659255295959417,16.5,Rural,0.0232558139534883
2018,ΑΝΤΙΨΑΡΑ,,ΑΝΤΊΨΑΡΑ ΠΑΡΑΛΊΑ 17,2020-12-08,2020-12-08,2025-08-15,2025-08-15,identity_review,multiple_regions,interval_coordinate,0,1,0,0.0,0.0,0.0,0.0,0,0.0,50.0,1711,12,Winter,38.531944,25.521361,90.0,1800.0,0.0,0.0,North,Mixed,2.0,0.1674732146629921,0.15595652832703,2.4659255295959417,16.5,Rural,0.0232558139534883
2025,ΑΝΤΙΨΑΡΑ,,ΑΝΤΊΨΑΡΑ ΠΑΡΑΛΊΑ 24,2020-12-08,2020-12-08,2025-08-15,2025-08-15,identity_review,multiple_regions,interval_coordinate,0,1,0,0.0,0.0,0.0,0.0,0,0.0,205.0,1711,12,Winter,38.530167,25.520778,450.0,27000.0,0.0,0.0,North,Mixed,2.0,0.1674732204284606,0.1559565416684217,2.4659255295959417,16.5,Rural,0.0232558139534883
2026,ΨΑΡΑ ,,ΨΑΡΆ ΠΑΡΑΛΊΑ 1,2020-12-07,2020-12-07,2025-09-30,2025-09-30,strong,ok,interval_coordinate,1,1,1,194.0,0.1103526734926052,3.310580204778157,9.93174061433447,1,0.10467768872791547,540.0,1758,12,Winter,38.594417,25.534194,250.0,3750.0,0.0,0.0,North,Sand,4.0,0.1674734049553745,0.1559566606064995,2.4659255295959417,16.5,Rural,0.0232558139534883
2027,ΨΑΡΑ ,,ΨΑΡΆ ΠΑΡΑΛΊΑ 2,2020-12-09,2020-12-09,2025-09-30,2025-09-30,strong,ok,interval_coordinate,1,1,1,0.0,0.0,0.0,0.0,0,0.0,125.0,1756,12,Winter,38.598667,25.535361,90.0,2250.0,0.0,0.0,North,Mixed,4.5,0.1674736025706747,0.1559569034854127,2.4659255295959417,16.5,Rural,0.0232558139534883
2029,ΨΑΡΑ ,,ΨΑΡΆ ΠΑΡΑΛΊΑ 4,2020-12-09,2020-12-09,2025-09-30,2025-09-30,strong,ok,interval_coordinate,1,1,1,211.0,0.1201594533029612,3.6047835990888384,10.814350797266515,1,0.11347104419399703,445.0,1756,12,Winter,38.598,25.545972,55.0,495.0,0.0,0.0,North,Rocky,4.5,0.1674732586115443,0.1559565577299974,2.4659255295959417,16.5,Rural,0.0232558139534883
2030,ΨΑΡΑ ,,ΨΑΡΆ ΠΑΡΑΛΊΑ 5 (1) | ΨΑΡΆ ΠΑΡΑΛΊΑ 5 (2),2020-12-09,2020-12-11,2025-09-30,2025-10-01,strong,ok,interval_coordinate,1,1,1,746.0,0.4253135689851767,12.759407069555303,38.278221208665904,1,0.35439183792416373,1555.0,1754,12,Winter,38.596917,25.549639,124.0,1426.0,0.0,0.0,North,Mixed,4.5,0.1674732331926982,0.1559567470332253,2.4659255295959417,16.5,Rural,0.0232558139534883
2031,ΨΑΡΑ ,,ΨΑΡΆ ΠΑΡΑΛΊΑ 6,2020-12-12,2020-12-12,2025-09-29,2025-09-29,strong,ok,interval_coordinate,1,1,1,176.0,0.1004566210045662,3.013698630136986,9.041095890410958,1,0.09572520367415417,90.0,1752,12,Winter,38.604889,25.573083,205.0,2050.0,0.0,0.0,North,Rocky,5.0,0.1674733356235436,0.1559568146879432,2.4659255295959417,16.5,Rural,0.0232558139534883
2032,ΨΑΡΑ ,,ΨΑΡΆ ΠΑΡΑΛΊΑ 7,2020-12-12,2020-12-12,2025-09-29,2025-09-29,strong,ok,interval_coordinate,1,1,1,0.0,0.0,0.0,0.0,0,0.0,10.0,1752,12,Winter,38.60625,25.575472,100.0,1200.0,0.0,0.0,North,Rocky,5.0,0.1674733710557394,0.1559569201558915,2.4659255295959417,16.5,Rural,0.0232558139534883
2034,ΨΑΡΑ ,,ΨΑΡΆ ΠΑΡΑΛΊΑ 9,2020-12-12,2020-12-12,2025-09-29,2025-09-29,strong,ok,interval_coordinate,1,1,1,48.0,0.0273972602739726,0.821917808219178,2.4657534246575343,1,0.02702867238791931,0.0,1752,12,Winter,38.599861,25.597028,,,,,North,,5.0,0.1674731688313616,0.1559569734548896,2.4659255295959417,16.5,Rural,0.0232558139534883
2035,ΨΑΡΑ ,,ΨΑΡΆ ΠΑΡΑΛΊΑ 10,2020-12-12,2020-12-12,2025-09-29,2025-09-29,probable,probable,interval_coordinate,1,1,1,0.0,0.0,0.0,0.0,0,0.0,0.0,1752,12,Winter,38.598056,25.600694,,,,,North,,5.0,0.167473142886997,0.1559567767903953,2.4659255295959417,16.5,Rural,0.0232558139534883
2036,ΨΑΡΑ ,,ΨΑΡΆ ΠΑΡΑΛΊΑ 11,2020-12-12,2020-12-12,2025-09-29,2025-09-29,probable,probable,interval_coordinate,1,1,1,0.0,0.0,0.0,0.0,0,0.0,0.0,1752,12,Winter,38.591417,25.608639,,,,,North,,5.0,0.1674730989656154,0.1559561049224415,2.4659255295959417,16.5,Rural,0.0232558139534883
2037,ΨΑΡΑ ,,ΨΑΡΆ ΠΑΡΑΛΊΑ 12,2020-12-12,2020-12-12,2025-09-29,2025-09-29,strong,ok,interval_coordinate,1,1,1,0.0,0.0,0.0,0.0,0,0.0,90.0,1752,12,Winter,38.591389,25.610667,55.0,660.0,0.0,0.0,North,Rocky,5.0,0.1674730615222721,0.1559559253388328,2.4659255295959417,16.5,Rural,0.0232558139534883
2038,ΨΑΡΑ ,,ΨΑΡΆ ΠΑΡΑΛΊΑ 13 (1),2020-12-13,2020-12-13,2021-01-03,2021-01-03,strong,ok,interval_coordinate,1,1,1,240.0,11.428571428571429,342.8571428571429,1028.571428571429,1,2.5199979695992702,470.0,21,12,Winter,38.595778,25.552889,150.0,,0.0,0.0,North,Mixed,2.0,0.1674732403671067,0.1559567044981825,2.4659255295959417,16.5,Rural,0.0232558139534883
2039,ΨΑΡΑ ,,ΨΑΡΆ ΠΑΡΑΛΊΑ 14,2020-12-13,2020-12-13,2025-10-01,2025-10-01,strong,ok,interval_coordinate,1,1,1,0.0,0.0,0.0,0.0,0,0.0,0.0,1753,12,Winter,38.596889,25.555417,,,,,North,,2.0,0.167473225735756,0.1559567590513166,2.4659255295959417,16.5,Rural,0.0232558139534883
2040,ΨΑΡΑ ,,ΨΑΡΆ ΠΑΡΑΛΊΑ 15,2020-12-13,2020-12-13,2025-10-04,2025-10-04,strong,ok,interval_coordinate,1,1,1,100.0,0.0569476082004555,1.7084282460136673,5.125284738041002,1,0.05538513915108384,275.0,1756,12,Winter,38.597917,25.557278,305.0,2440.0,0.0,0.0,North,Mixed,2.0,0.167473225735756,0.1559567590513166,2.4659255295959417,16.5,Rural,0.0232558139534883
2041,ΨΑΡΑ ,,ΨΑΡΆ ΠΑΡΑΛΊΑ 16,2020-12-13,2020-12-13,2025-10-04,2025-10-04,strong,ok,interval_coordinate,1,1,1,138.0,0.0785876993166287,2.357630979498861,7.072892938496584,1,0.0756524995509616,205.0,1756,12,Winter,38.600389,25.560639,115.0,1150.0,0.0,0.0,North,Mixed,2.0,0.167473209495949,0.155956750324431,2.4659255295959417,16.5,Rural,0.0232558139534883
2043,ΨΑΡΑ ,ΠΑΡΑΛΊΑ ΦΤΕΛΙΌ,ΨΑΡΆ ΠΑΡΑΛΊΑ 18,2020-12-14,2020-12-14,2025-10-02,2025-10-02,strong,ok,interval_coordinate,1,1,1,0.0,0.0,0.0,0.0,0,0.0,75.0,1753,12,Winter,38.575278,25.553833,437.0,6555.0,1.0,0.0,West,Mixed,4.0,0.1674732042724254,0.1559565469380426,2.4659255295959417,16.5,Rural,0.0232558139534883
2044,ΨΑΡΑ ,ΠΑΡΑΛΊΑ ΑΡΧΟΝΤΊΚΙ,ΨΑΡΆ ΠΑΡΑΛΊΑ 19,2020-12-14,2020-12-14,2025-08-16,2025-08-16,strong,ok,interval_coordinate,1,1,1,310.0,0.1817116060961313,5.4513481828839385,16.354044548651817,1,0.1669639011396348,400.0,1706,12,Winter,38.567083,25.561306,385.0,9625.0,0.0,0.0,West,Mixed,4.0,0.1674732161544458,0.1559565182747748,2.4659255295959417,16.5,Rural,0.0232558139534883
2048,ΨΑΡΑ ,ΠΑΡΑΛΊΑ ΛΙΜΕΝΌΡΙΑ,ΨΑΡΆ ΠΑΡΑΛΊΑ 23,2020-12-14,2020-12-14,2025-08-17,2025-08-17,identity_review,multiple_beach_names,interval_coordinate,0,1,0,198.0,0.1159929701230228,3.479789103690685,10.439367311072056,1,0.10974456476636069,1260.0,1707,12,Winter,38.537056,25.591944,95.0,2375.0,0.0,0.0,South,Mixed,4.0,0.1674731987446208,0.1559565613951244,2.4659255295959417,16.5,Rural,0.0232558139534883
2049,ΨΑΡΑ ,ΠΑΡΑΛΊΑ ΛΉΜΝΟΣ,ΨΑΡΆ ΠΑΡΑΛΊΑ 24,2020-12-15,2020-12-15,2025-08-17,2025-08-17,strong,ok,interval_coordinate,1,1,1,274.0,0.1606096131301289,4.8182883939038685,14.454865181711606,1,0.14894539563695644,525.0,1706,12,Winter,38.541,25.579028,775.0,15500.0,1.0,0.0,South,Mixed,5.0,0.167473177873192,0.1559565355344556,2.4659255295959417,16.5,Rural,0.0232558139534883
2051,ΨΑΡΑ ,ΠΑΡΑΛΊΑ ΛΑΖΑΡΈΤΑ,ΨΑΡΆ ΠΑΡΑΛΊΑ 26,2020-12-15,2020-12-15,2025-08-17,2025-08-17,strong,ok,interval_coordinate,1,1,1,0.0,0.0,0.0,0.0,0,0.0,45.0,1706,12,Winter,38.5445,25.572333,135.0,3645.0,1.0,0.0,South,Mixed,5.0,0.1674731772609542,0.1559565397327907,2.4659255295959417,16.5,Rural,0.0232558139534883
2053,ΨΑΡΑ ,ΠΑΡΑΛΊΑ ΜΕΓΆΛΗ ΆΜΜΟΣ,ΨΑΡΆ ΠΑΡΑΛΊΑ 28,2020-12-15,2020-12-15,2025-08-17,2025-08-17,strong,ok,interval_coordinate,1,1,1,0.0,0.0,0.0,0.0,0,0.0,20.0,1706,12,Winter,38.544722,25.569611,180.0,2700.0,1.0,0.0,South,Mixed,5.0,0.1674731838460124,0.1559565439197528,2.4659255295959417,16.5,Rural,0.0232558139534883
2054,ΨΑΡΑ ,ΠΑΡΑΛΊΑ ΑΓΊΑΣ ΚΥΡΙΑΚΉΣ,ΨΑΡΆ ΠΑΡΑΛΊΑ 29,2020-12-16,2020-12-16,2025-08-17,2025-08-17,identity_review,multiple_beach_names,interval_coordinate,0,1,0,0.0,0.0,0.0,0.0,0,0.0,10.0,1705,12,Winter,38.543278,25.567333,50.0,500.0,0.0,0.0,South,Mixed,5.0,0.1674731823803868,0.1559565524320808,2.4659255295959417,16.5,Rural,0.0232558139534883
2063,ΨΑΡΑ ,,ΨΑΡΆ ΠΑΡΑΛΊΑ 38,2020-12-17,2020-12-17,2025-08-16,2025-08-17,coordinate_mismatch,coordinate_mismatch,interval_coordinate,0,1,0,64.0,0.0375807398708162,1.127422196124486,3.3822665883734584,1,0.03689179165700811,60.0,1703,12,Winter,38.54225,25.565611,145.0,3625.0,1.0,1.0,South,Sand,5.0,0.1674731884573467,0.1559565426191912,2.4659255295959417,16.5,Rural,0.0232558139534883
2066,ΨΑΡΑ ,,ΨΑΡΆ ΠΑΡΑΛΊΑ 41,2020-12-19,2020-12-19,2025-09-29,2025-09-29,strong,ok,interval_coordinate,1,1,1,0.0,0.0,0.0,0.0,0,0.0,0.0,1745,12,Winter,38.567278,25.614389,,,,,East,,4.0,0.1674724661307726,0.1559570770063615,2.4659255295959417,16.5,Rural,0.0232558139534883
2067,ΨΑΡΑ ,ΠΑΡΑΛΊΑ ΆΚΡΟ ΧΕΛΏΝΑ,ΨΑΡΆ ΠΑΡΑΛΊΑ 42,2020-12-19,2020-12-19,2025-09-29,2025-09-29,strong,ok,interval_coordinate,1,1,1,39.0,0.022349570200573,0.670487106017192,2.011461318051576,1,0.022103478503427084,0.0,1745,12,Winter,38.556861,25.610583,,,,,East,,4.0,0.1674730021385976,0.1559564838315085,2.4659255295959417,16.5,Rural,0.0232558139534883
2068,ΨΑΡΑ ,,ΨΑΡΆ ΠΑΡΑΛΊΑ 43,2020-12-19,2020-12-19,2025-09-29,2025-09-29,strong,ok,interval_coordinate,1,1,1,0.0,0.0,0.0,0.0,0,0.0,0.0,1745,12,Winter,38.555417,25.610583,,,,,East,,4.0,0.1674730253123354,0.155956494940993,2.4659255295959417,16.5,Rural,0.0232558139534883
2073,ΨΑΡΑ ,,ΨΑΡΆ ΠΑΡΑΛΊΑ 48,2021-01-03,2021-01-03,2025-09-29,2025-09-29,strong,ok,interval_coordinate,1,1,1,0.0,0.0,0.0,0.0,0,0.0,270.0,1730,1,Winter,38.599667,25.566639,132.0,1716.0,0.0,0.0,West,Rocky,3.5,0.1658821534328948,0.1544673107553732,2.4659255295959417,13.9,Rural,0.0232558139534883
2074,ΨΑΡΑ ,,ΨΑΡΆ ΠΑΡΑΛΊΑ 49,2021-01-03,2021-01-03,2025-10-02,2025-10-02,strong,ok,interval_coordinate,1,1,1,145.0,0.083669936526255,2.510098095787652,7.530294287362955,1,0.0803533700526021,280.0,1733,1,Winter,38.601889,25.564444,60.0,780.0,0.0,0.0,West,Mixed,3.5,0.1658822049177817,0.1544673194704732,2.4659255295959417,13.9,Rural,0.0232558139534883
2075,Άγιος Ευστράτιος,ΠΑΡΑΛΊΑ ΤΡΥΠΗΤΉ,ΆΓΙΟΣ ΕΥΣΤΡΆΤΙΟΣ ΠΑΡΑΛΊΑ 1,2020-12-21,2020-12-21,2025-04-17,2025-04-17,identity_review,multiple_regions,interval_coordinate,0,1,0,190.0,0.1204055766793409,3.612167300380228,10.836501901140684,1,0.11369074179176916,250.0,1578,12,Winter,39.472778,24.982222,100.0,5000.0,0.0,0.0,West,Mixed,4.0,0.2409650071802237,0.2237346750378732,2.4659255295959417,16.5,Rural,0.0232558139534883
2078,Άγιος Ευστράτιος,ΠΑΡΑΛΊΑ ΦΡΆΓΚΟΥ,ΆΓΙΟΣ ΕΥΣΤΡΆΤΙΟΣ ΠΑΡΑΛΊΑ 4,2020-12-21,2020-12-21,2025-04-17,2025-04-17,identity_review,multiple_regions,interval_coordinate,0,1,0,166.0,0.1051964512040557,3.155893536121673,9.467680608365018,1,0.10002310306310533,825.0,1578,12,Winter,39.483056,24.977222,140.0,7000.0,1.0,0.0,West,Mixed,4.0,0.2409653666811923,0.2237350498362548,2.4659255295959417,16.5,Rural,0.0232558139534883
2079,Άγιος Ευστράτιος,,ΆΓΙΟΣ ΕΥΣΤΡΆΤΙΟΣ ΠΑΡΑΛΊΑ 5,2020-12-21,2020-12-21,2025-04-17,2025-04-17,identity_review,multiple_regions,interval_coordinate,0,1,0,32.0,0.0202788339670468,0.6083650190114068,1.8250950570342204,1,0.020075956572689034,50.0,1578,12,Winter,39.487222,24.975,20.0,200.0,0.0,0.0,West,Mixed,4.0,0.2409654128216102,0.2237349241501417,2.4659255295959417,16.5,Rural,0.0232558139534883
2080,Άγιος Ευστράτιος,ΠΑΡΑΛΊΑ ΓΟΥΡΝΙΆ,ΆΓΙΟΣ ΕΥΣΤΡΆΤΙΟΣ ΠΑΡΑΛΊΑ 6,2020-12-21,2020-12-21,2025-04-17,2025-04-17,identity_review,multiple_regions,interval_coordinate,0,1,0,0.0,0.0,0.0,0.0,0,0.0,60.0,1578,12,Winter,39.493889,24.973889,120.0,3600.0,0.0,0.0,West,Mixed,4.0,0.2409654342733735,0.2237350175873945,2.4659255295959417,16.5,Rural,0.0232558139534883
2081,Άγιος Ευστράτιος,,ΆΓΙΟΣ ΕΥΣΤΡΆΤΙΟΣ ΠΑΡΑΛΊΑ 7,2020-12-21,2020-12-21,2025-04-17,2025-04-17,identity_review,multiple_regions,interval_coordinate,0,1,0,167.0,0.1058301647655259,3.1749049429657794,9.524714828897338,1,0.10059633323070791,70.0,1578,12,Winter,39.4975,24.972778,130.0,5200.0,0.0,0.0,West,Mixed,4.0,0.2409655172174018,0.2237348483667423,2.4659255295959417,16.5,Rural,0.0232558139534883
2082,Άγιος Ευστράτιος,ΠΑΡΑΛΊΑ ΤΡΥΓΆΡΙ,ΆΓΙΟΣ ΕΥΣΤΡΆΤΙΟΣ ΠΑΡΑΛΊΑ 8,2020-12-22,2020-12-22,2025-04-17,2025-04-17,identity_review,multiple_regions,interval_coordinate,0,1,0,0.0,0.0,0.0,0.0,0,0.0,70.0,1577,12,Winter,39.504778,24.972694,250.0,7500.0,1.0,0.0,West,Mixed,4.0,0.2409655169237081,0.223735637152936,2.4659255295959417,16.5,Rural,0.0232558139534883
2086,Άγιος Ευστράτιος,ΠΑΡΑΛΊΑ ΤΡΗΓΆΡΙ,ΆΓΙΟΣ ΕΥΣΤΡΆΤΙΟΣ ΠΑΡΑΛΊΑ 12,2020-12-22,2020-12-22,2025-04-17,2025-04-17,identity_review,multiple_regions,interval_coordinate,0,1,0,120.0,0.0760938490805326,2.2828154724159795,6.848446417247939,1,0.07333767827118788,350.0,1577,12,Winter,39.517917,24.974806,112.0,4480.0,0.0,0.0,West,Mixed,4.0,0.2409654904300612,0.2237358958716393,2.4659255295959417,16.5,Rural,0.0232558139534883
2087,Άγιος Ευστράτιος,,ΆΓΙΟΣ ΕΥΣΤΡΆΤΙΟΣ ΠΑΡΑΛΊΑ 13,2020-12-22,2020-12-22,2025-04-17,2025-04-17,identity_review,multiple_regions,interval_coordinate,0,1,0,0.0,0.0,0.0,0.0,0,0.0,25.0,1577,12,Winter,39.517,24.974111,40.0,200.0,0.0,0.0,West,Mixed,4.0,0.2409654853346391,0.2237358820103465,2.4659255295959417,16.5,Rural,0.0232558139534883
2090,Άγιος Ευστράτιος,ΠΑΡΑΛΊΑ ΆΓΙΟΣ ΑΝΤΏΝΙΟΣ,ΆΓΙΟΣ ΕΥΣΤΡΆΤΙΟΣ ΠΑΡΑΛΊΑ 16,2020-12-22,2020-12-22,2025-04-17,2025-04-17,identity_review,multiple_regions,interval_coordinate,0,1,0,16.0,0.010145846544071,0.3043753963221306,0.913126188966392,1,0.01009472294701012,215.0,1577,12,Winter,39.529111,24.978667,160.0,1600.0,1.0,0.0,West,Mixed,4.0,0.2409654951522044,0.2237359494770608,2.4659255295959417,16.5,Rural,0.0232558139534883
2091,Άγιος Ευστράτιος,,ΆΓΙΟΣ ΕΥΣΤΡΆΤΙΟΣ ΠΑΡΑΛΊΑ 17,2020-12-22,2020-12-22,2025-04-17,2025-04-17,identity_review,multiple_regions,interval_coordinate,0,1,0,0.0,0.0,0.0,0.0,0,0.0,145.0,1577,12,Winter,39.53175,24.978778,70.0,350.0,0.0,0.0,West,Mixed,4.0,0.2409654961904771,0.2237359358394957,2.4659255295959417,16.5,Rural,0.0232558139534883
2094,Άγιος Ευστράτιος,,ΆΓΙΟΣ ΕΥΣΤΡΆΤΙΟΣ ΠΑΡΑΛΊΑ 20 (1) | ΆΓΙΟΣ ΕΥΣΤΡΆΤΙΟΣ ΠΑΡΑΛΊΑ 20 (2),2020-12-22,2020-12-23,2025-04-17,2025-04-17,identity_review,multiple_regions,interval_coordinate,0,1,0,0.0,0.0,0.0,0.0,0,0.0,70.0,1576,12,Winter,39.544028,24.992167,221.0,1100.0,0.0,0.0,West,Mixed,4.0,0.2409655514976156,0.2237359745620156,2.4659255295959417,16.5,Rural,0.0232558139534883
2095,Άγιος Ευστράτιος,ΠΑΡΑΛΊΑ ΜΑΡΟΎΛΙΑ,ΆΓΙΟΣ ΕΥΣΤΡΆΤΙΟΣ ΠΑΡΑΛΊΑ 21,2020-12-23,2020-12-23,2025-04-17,2025-04-17,identity_review,multiple_regions,interval_coordinate,0,1,0,12.0,0.0076142131979695,0.2284263959390863,0.6852791878172589,1,0.0075853713892565545,105.0,1576,12,Winter,39.545722,24.992778,170.0,2550.0,0.0,0.0,West,Mixed,3.0,0.2409655412033952,0.2237359549446055,2.4659255295959417,16.5,Rural,0.0232558139534883
2096,Άγιος Ευστράτιος,,ΆΓΙΟΣ ΕΥΣΤΡΆΤΙΟΣ ΠΑΡΑΛΊΑ 22,2020-12-23,2020-12-23,2025-04-17,2025-04-17,identity_review,multiple_regions,interval_coordinate,0,1,0,22.0,0.0139593908629441,0.4187817258883248,1.2563451776649746,1,0.01386285590839548,0.0,1576,12,Winter,39.548528,24.992167,,,,,West,,3.0,0.2409655275380867,0.2237359764974382,2.4659255295959417,16.5,Rural,0.0232558139534883
2097,Άγιος Ευστράτιος,ΠΑΡΑΛΊΑ ΠΑΝΑΓΙΆ,ΆΓΙΟΣ ΕΥΣΤΡΆΤΙΟΣ ΠΑΡΑΛΊΑ 23,2020-12-23,2020-12-23,2025-04-17,2025-04-17,identity_review,multiple_regions,interval_coordinate,0,1,0,0.0,0.0,0.0,0.0,0,0.0,50.0,1576,12,Winter,39.550472,24.993861,40.0,200.0,1.0,0.0,West,Mixed,3.0,0.2409655222177877,0.2237359651433288,2.4659255295959417,16.5,Rural,0.0232558139534883
2098,Άγιος Ευστράτιος,,ΆΓΙΟΣ ΕΥΣΤΡΆΤΙΟΣ ΠΑΡΑΛΊΑ 24,2020-12-23,2020-12-23,2025-04-17,2025-04-17,identity_review,multiple_regions,interval_coordinate,0,1,0,0.0,0.0,0.0,0.0,0,0.0,25.0,1576,12,Winter,39.551778,24.993889,68.0,884.0,0.0,0.0,West,Mixed,3.0,0.2409655222177877,0.2237359651433288,2.4659255295959417,16.5,Rural,0.0232558139534883
2100,Άγιος Ευστράτιος,,ΆΓΙΟΣ ΕΥΣΤΡΆΤΙΟΣ ΠΑΡΑΛΊΑ 26,2020-12-23,2020-12-23,2025-04-18,2025-04-18,identity_review,multiple_regions,interval_coordinate,0,1,0,153.0,0.0970196575776791,2.910589727330374,8.731769181991123,1,0.09259710052878621,80.0,1577,12,Winter,39.495833,25.023333,100.0,2000.0,0.0,0.0,South,Mixed,3.0,0.2409654907360024,0.2237359746361183,2.4659255295959417,16.5,Rural,0.0232558139534883
2101,Άγιος Ευστράτιος,ΠΑΡΑΛΊΑ ΚΑΛΑΜΊΤΣΙ,ΆΓΙΟΣ ΕΥΣΤΡΆΤΙΟΣ ΠΑΡΑΛΊΑ 27,2020-12-23,2020-12-23,2025-04-18,2025-04-18,identity_review,multiple_regions,interval_coordinate,0,1,0,184.0,0.1166772352568167,3.500317057704502,10.500951173113506,1,0.11035752153316772,185.0,1577,12,Winter,39.509139,25.032889,200.0,4000.0,0.0,0.0,South,Mixed,3.0,0.2409655456890562,0.2237357446910202,2.4659255295959417,16.5,Rural,0.0232558139534883
2102,Άγιος Ευστράτιος,,ΆΓΙΟΣ ΕΥΣΤΡΆΤΙΟΣ ΠΑΡΑΛΊΑ 28,2020-12-24,2020-12-24,2025-04-18,2025-04-18,identity_review,multiple_regions,interval_coordinate,0,1,0,0.0,0.0,0.0,0.0,0,0.0,50.0,1576,12,Winter,39.512861,25.039806,130.0,1950.0,0.0,0.0,South,Mixed,4.5,0.2409655680452274,0.2237356624410479,2.4659255295959417,16.5,Rural,0.0232558139534883
