site_id,visit_count,interval_count,first_visit_date,last_visit_date,max_coordinate_distance_m,region_count,beach_name_count,regions_seen,beach_names_seen,source_files_seen,coordinate_quality,match_quality,review_reason
1683,1,0,2020-08-23,2020-08-23,0.0,1,1,ΣΚΟΠΕΛΟΣ,ΠΑΡΑΛΊΑ ΚΑΤΣΆΝΙ,Typhoon1,strong,single_visit_only,single_visit_only
1684,1,0,2020-08-23,2020-08-23,0.0,1,1,ΣΚΟΠΕΛΟΣ,ΠΑΡΑΛΊΑ ΜΊΛΙΑ,Typhoon1,strong,single_visit_only,single_visit_only
1685,1,0,2020-08-23,2020-08-23,0.0,1,0,ΣΚΟΠΕΛΟΣ,,Typhoon1,strong,single_visit_only,single_visit_only
1686,1,0,2020-08-23,2020-08-23,0.0,1,0,ΣΚΟΠΕΛΟΣ,,Typhoon1,strong,single_visit_only,single_visit_only
1687,1,0,2020-08-23,2020-08-23,0.0,1,1,ΣΚΟΠΕΛΟΣ,ΠΑΡΑΛΊΑ ΑΝΤΡΊΝΕΣ,Typhoon1,strong,single_visit_only,single_visit_only
1688,1,0,2020-08-23,2020-08-23,0.0,1,0,ΣΚΟΠΕΛΟΣ,,Typhoon1,strong,single_visit_only,single_visit_only
1689,1,0,2020-08-23,2020-08-23,0.0,1,1,ΣΚΟΠΕΛΟΣ,ΠΑΡΑΛΊΑ ΠΑΝΌΡΜΟΣ,Typhoon1,strong,single_visit_only,single_visit_only
1690,1,0,2020-08-23,2020-08-23,0.0,1,0,ΣΚΟΠΕΛΟΣ,,Typhoon1,strong,single_visit_only,single_visit_only
1691,1,0,2020-08-23,2020-08-23,0.0,1,0,ΣΚΟΠΕΛΟΣ,,Typhoon1,strong,single_visit_only,single_visit_only
1692,1,0,2020-08-23,2020-08-23,0.0,1,1,ΣΚΟΠΕΛΟΣ,ΠΑΡΑΛΊΑ ΤΡΑΧΊΛΙ,Typhoon1,strong,single_visit_only,single_visit_only
1693,1,0,2020-08-08,2020-08-08,0.0,1,0,ΑΛΟΝΝΗΣΟΣ,,Typhoon1,strong,single_visit_only,single_visit_only
1694,1,0,2020-08-08,2020-08-08,0.0,1,1,ΑΛΟΝΝΗΣΟΣ,ΠΑΡΑΛΊΑ ΒΑΛΛΊΤΣΑ,Typhoon1,strong,single_visit_only,single_visit_only
1695,1,0,2020-08-08,2020-08-08,0.0,1,0,ΑΛΟΝΝΗΣΟΣ,,Typhoon1,strong,single_visit_only,single_visit_only
1696,1,0,2020-08-08,2020-08-08,0.0,1,1,ΑΛΟΝΝΗΣΟΣ,ΠΑΡΑΛΊΑ ΒΎΘΙΣΜΑ,Typhoon1,strong,single_visit_only,single_visit_only
1697,1,0,2020-08-08,2020-08-08,0.0,1,0,ΑΛΟΝΝΗΣΟΣ,,Typhoon1,strong,single_visit_only,single_visit_only
1698,1,0,2020-08-08,2020-08-08,0.0,1,0,ΑΛΟΝΝΗΣΟΣ,,Typhoon1,strong,single_visit_only,single_visit_only
1699,1,0,2020-08-08,2020-08-08,0.0,1,0,ΑΛΟΝΝΗΣΟΣ,,Typhoon1,strong,single_visit_only,single_visit_only
1700,1,0,2020-08-08,2020-08-08,0.0,1,0,ΑΛΟΝΝΗΣΟΣ,,Typhoon1,strong,single_visit_only,single_visit_only
1701,1,0,2020-08-08,2020-08-08,0.0,1,0,ΑΛΟΝΝΗΣΟΣ,,Typhoon1,strong,single_visit_only,single_visit_only
1702,1,0,2020-08-08,2020-08-08,0.0,1,1,ΑΛΟΝΝΗΣΟΣ,ΠΑΡΑΛΊΑ ΛΈΝΑ,Typhoon1,strong,single_visit_only,single_visit_only
1703,1,0,2020-08-08,2020-08-08,0.0,1,0,ΑΛΟΝΝΗΣΟΣ,,Typhoon1,strong,single_visit_only,single_visit_only
1704,1,0,2020-08-08,2020-08-08,0.0,1,0,ΑΛΟΝΝΗΣΟΣ,,Typhoon1,strong,single_visit_only,single_visit_only
1705,1,0,2020-08-08,2020-08-08,0.0,1,0,ΑΛΟΝΝΗΣΟΣ,,Typhoon1,strong,single_visit_only,single_visit_only
1706,1,0,2020-08-09,2020-08-09,0.0,1,1,ΑΛΟΝΝΗΣΟΣ,ΠΑΡΑΛΊΑ ΣΠΑΡΤΊΝΕΣ,Typhoon1,strong,single_visit_only,single_visit_only
1707,1,0,2020-08-09,2020-08-09,0.0,1,1,ΑΛΟΝΝΗΣΟΣ,ΠΑΡΑΛΊΑ ΚΑΤΕΡΊΝΑΣ ΒΆΛΑ,Typhoon1,strong,single_visit_only,single_visit_only
1708,1,0,2020-08-09,2020-08-09,0.0,1,1,ΑΛΟΝΝΗΣΟΣ,ΠΑΡΑΛΊΑ ΤΖΏΡΤΖΗ,Typhoon1,strong,single_visit_only,single_visit_only
1709,1,0,2020-08-09,2020-08-09,0.0,1,0,ΑΛΟΝΝΗΣΟΣ,,Typhoon1,strong,single_visit_only,single_visit_only
1710,1,0,2020-08-09,2020-08-09,0.0,1,0,ΑΛΟΝΝΗΣΟΣ,,Typhoon1,strong,single_visit_only,single_visit_only
1711,1,0,2020-08-09,2020-08-09,0.0,1,0,ΑΛΟΝΝΗΣΟΣ,,Typhoon1,strong,single_visit_only,single_visit_only
1712,1,0,2020-08-09,2020-08-09,0.0,1,0,ΑΛΟΝΝΗΣΟΣ,,Typhoon1,strong,single_visit_only,single_visit_only
1713,1,0,2020-08-10,2020-08-10,0.0,1,0,ΑΛΟΝΝΗΣΟΣ,,Typhoon1,strong,single_visit_only,single_visit_only
1714,1,0,2020-08-10,2020-08-10,0.0,1,1,ΑΛΟΝΝΗΣΟΣ,ΠΑΡΑΛΊΑ ΣΠΙΆΓΓΑ ΝΤΆΝΙ,Typhoon1,strong,single_visit_only,single_visit_only
1715,1,0,2020-08-10,2020-08-10,0.0,1,1,ΑΛΟΝΝΗΣΟΣ,ΠΑΡΑΛΊΑ ΆΓΙΟΣ ΠΈΤΡΟΣ,Typhoon1,strong,single_visit_only,single_visit_only
1716,1,0,2020-08-10,2020-08-10,0.0,1,1,ΑΛΟΝΝΗΣΟΣ,ΠΑΡΑΛΊΑ ΓΛΎΦΑ,Typhoon1,strong,single_visit_only,single_visit_only
1717,1,0,2020-08-10,2020-08-10,0.0,1,1,ΑΛΟΝΝΗΣΟΣ,ΠΑΡΑΛΊΑ ΣΤΕΝΉ ΒΆΛΑ,Typhoon1,strong,single_visit_only,single_visit_only
1718,1,0,2020-08-10,2020-08-10,0.0,1,0,ΑΛΟΝΝΗΣΟΣ,,Typhoon1,strong,single_visit_only,single_visit_only
1719,1,0,2020-08-10,2020-08-10,0.0,1,1,ΑΛΟΝΝΗΣΟΣ,ΠΑΡΑΛΊΑ ΚΑΛΑΜΆΚΙΑ,Typhoon1,strong,single_visit_only,single_visit_only
1720,1,0,2020-08-10,2020-08-10,0.0,1,0,ΑΛΟΝΝΗΣΟΣ,,Typhoon1,strong,single_visit_only,single_visit_only
1721,1,0,2020-08-10,2020-08-10,0.0,1,0,ΑΛΟΝΝΗΣΟΣ,,Typhoon1,strong,single_visit_only,single_visit_only
1722,1,0,2020-08-10,2020-08-10,0.0,1,0,ΑΛΟΝΝΗΣΟΣ,,Typhoon1,strong,single_visit_only,single_visit_only
1723,1,0,2020-08-10,2020-08-10,0.0,1,0,ΑΛΟΝΝΗΣΟΣ,,Typhoon1,strong,single_visit_only,single_visit_only
1724,1,0,2020-08-10,2020-08-10,0.0,1,0,ΑΛΟΝΝΗΣΟΣ,,Typhoon1,strong,single_visit_only,single_visit_only
1725,1,0,2020-08-10,2020-08-10,0.0,1,0,ΑΛΟΝΝΗΣΟΣ,,Typhoon1,strong,single_visit_only,single_visit_only
1726,1,0,2020-08-10,2020-08-10,0.0,1,0,ΑΛΟΝΝΗΣΟΣ,,Typhoon1,strong,single_visit_only,single_visit_only
1727,1,0,2020-08-10,2020-08-10,0.0,1,1,ΑΛΟΝΝΗΣΟΣ,ΠΑΡΑΛΊΑ ΆΓΙΟΣ ΔΗΜΉΤΡΙΟΣ,Typhoon1,strong,single_visit_only,single_visit_only
1728,1,0,2020-08-10,2020-08-10,0.0,1,0,ΑΛΟΝΝΗΣΟΣ,,Typhoon1,strong,single_visit_only,single_visit_only
1729,1,0,2020-08-10,2020-08-10,0.0,1,0,ΑΛΟΝΝΗΣΟΣ,,Typhoon1,strong,single_visit_only,single_visit_only
1730,1,0,2020-08-10,2020-08-10,0.0,1,0,ΑΛΟΝΝΗΣΟΣ,,Typhoon1,strong,single_visit_only,single_visit_only
1731,1,0,2020-08-10,2020-08-10,0.0,1,0,ΑΛΟΝΝΗΣΟΣ,,Typhoon1,strong,single_visit_only,single_visit_only
1732,1,0,2020-08-17,2020-08-17,0.0,1,0,ΑΛΟΝΝΗΣΟΣ,,Typhoon1,strong,single_visit_only,single_visit_only
1733,1,0,2020-08-17,2020-08-17,0.0,1,0,ΑΛΟΝΝΗΣΟΣ,,Typhoon1,strong,single_visit_only,single_visit_only
1734,1,0,2020-08-17,2020-08-17,0.0,1,0,ΑΛΟΝΝΗΣΟΣ,,Typhoon1,strong,single_visit_only,single_visit_only
1735,1,0,2020-08-17,2020-08-17,0.0,1,0,ΑΛΟΝΝΗΣΟΣ,,Typhoon1,strong,single_visit_only,single_visit_only
1736,1,0,2020-08-17,2020-08-17,0.0,1,0,ΑΛΟΝΝΗΣΟΣ,,Typhoon1,strong,single_visit_only,single_visit_only
1737,1,0,2020-08-17,2020-08-17,0.0,1,0,ΑΛΟΝΝΗΣΟΣ,,Typhoon1,strong,single_visit_only,single_visit_only
1738,1,0,2020-08-17,2020-08-17,0.0,1,0,ΑΛΟΝΝΗΣΟΣ,,Typhoon1,strong,single_visit_only,single_visit_only
1739,1,0,2020-08-18,2020-08-18,0.0,1,0,ΑΛΟΝΝΗΣΟΣ,,Typhoon1,strong,single_visit_only,single_visit_only
1740,1,0,2020-08-18,2020-08-18,0.0,1,0,ΑΛΟΝΝΗΣΟΣ,,Typhoon1,strong,single_visit_only,single_visit_only
1741,1,0,2020-08-18,2020-08-18,0.0,1,0,ΑΛΟΝΝΗΣΟΣ,,Typhoon1,strong,single_visit_only,single_visit_only
1742,1,0,2020-08-18,2020-08-18,0.0,1,0,ΑΛΟΝΝΗΣΟΣ,,Typhoon1,strong,single_visit_only,single_visit_only
1743,1,0,2020-08-18,2020-08-18,0.0,1,1,ΑΛΟΝΝΗΣΟΣ,ΠΑΡΑΛΊΑ ΆΓΙΟΙ ΑΝΆΡΓΥΡΟΙ,Typhoon1,strong,single_visit_only,single_visit_only
1744,1,0,2020-08-18,2020-08-18,0.0,1,1,ΑΛΟΝΝΗΣΟΣ,ΠΑΡΑΛΊΑ ΜΕΓΆΛΗ ΆΜΜΟΣ,Typhoon1,strong,single_visit_only,single_visit_only
1745,1,0,2020-08-18,2020-08-18,0.0,1,0,ΑΛΟΝΝΗΣΟΣ,,Typhoon1,strong,single_visit_only,single_visit_only
1746,1,0,2020-08-18,2020-08-18,0.0,1,0,ΑΛΟΝΝΗΣΟΣ,,Typhoon1,strong,single_visit_only,single_visit_only
1747,1,0,2020-08-18,2020-08-18,0.0,1,1,ΑΛΟΝΝΗΣΟΣ,ΠΑΡΑΛΊΑ ΤΟΥΡΚΟΝΈΡΙ,Typhoon1,strong,single_visit_only,single_visit_only
1748,1,0,2020-08-18,2020-08-18,0.0,1,1,ΑΛΟΝΝΗΣΟΣ,ΠΑΡΑΛΊΑ ΑΓΊΩΝ ΑΝΑΡΓΎΡΩΝ,Typhoon1,strong,single_visit_only,single_visit_only
1749,1,0,2020-08-18,2020-08-18,0.0,1,0,ΑΛΟΝΝΗΣΟΣ,,Typhoon1,strong,single_visit_only,single_visit_only
1750,1,0,2020-08-18,2020-08-18,0.0,1,0,ΑΛΟΝΝΗΣΟΣ,,Typhoon1,strong,single_visit_only,single_visit_only
1751,1,0,2020-08-18,2020-08-18,0.0,1,0,ΑΛΟΝΝΗΣΟΣ,,Typhoon1,strong,single_visit_only,single_visit_only
1752,1,0,2020-08-18,2020-08-18,0.0,1,0,ΑΛΟΝΝΗΣΟΣ,,Typhoon1,strong,single_visit_only,single_visit_only
1753,1,0,2020-08-18,2020-08-18,0.0,1,0,ΑΛΟΝΝΗΣΟΣ,,Typhoon1,strong,single_visit_only,single_visit_only
1754,1,0,2020-08-10,2020-08-10,0.0,1,0,ΠΕΡΙΣΤΕΡΑ,,Typhoon1,strong,single_visit_only,single_visit_only
1755,1,0,2020-08-11,2020-08-11,0.0,1,0,ΠΕΡΙΣΤΕΡΑ,,Typhoon1,strong,single_visit_only,single_visit_only
1756,1,0,2020-08-11,2020-08-11,0.0,1,0,ΠΕΡΙΣΤΕΡΑ,,Typhoon1,strong,single_visit_only,single_visit_only
1757,1,0,2020-08-11,2020-08-11,0.0,1,0,ΠΕΡΙΣΤΕΡΑ,,Typhoon1,strong,single_visit_only,single_visit_only
1758,1,0,2020-08-11,2020-08-11,0.0,1,0,ΠΕΡΙΣΤΕΡΑ,,Typhoon1,strong,single_visit_only,single_visit_only
1759,1,0,2020-08-11,2020-08-11,0.0,1,0,ΠΕΡΙΣΤΕΡΑ,,Typhoon1,strong,single_visit_only,single_visit_only
1760,1,0,2020-08-11,2020-08-11,0.0,1,0,ΠΕΡΙΣΤΕΡΑ,,Typhoon1,strong,single_visit_only,single_visit_only
1761,1,0,2020-08-11,2020-08-11,0.0,1,0,ΠΕΡΙΣΤΕΡΑ,,Typhoon1,strong,single_visit_only,single_visit_only
1762,1,0,2020-08-11,2020-08-11,0.0,1,0,ΠΕΡΙΣΤΕΡΑ,,Typhoon1,strong,single_visit_only,single_visit_only
1763,1,0,2020-08-11,2020-08-11,0.0,1,0,ΠΕΡΙΣΤΕΡΑ,,Typhoon1,strong,single_visit_only,single_visit_only
1764,1,0,2020-08-11,2020-08-11,0.0,1,0,ΠΕΡΙΣΤΕΡΑ,,Typhoon1,strong,single_visit_only,single_visit_only
1765,1,0,2020-08-11,2020-08-11,0.0,1,0,ΠΕΡΙΣΤΕΡΑ,,Typhoon1,strong,single_visit_only,single_visit_only
1766,1,0,2020-08-11,2020-08-11,0.0,1,0,ΠΕΡΙΣΤΕΡΑ,,Typhoon1,strong,single_visit_only,single_visit_only
1767,1,0,2020-08-12,2020-08-12,0.0,1,0,ΠΕΡΙΣΤΕΡΑ,,Typhoon1,strong,single_visit_only,single_visit_only
1768,1,0,2020-08-12,2020-08-12,0.0,1,0,ΠΕΡΙΣΤΕΡΑ,,Typhoon1,strong,single_visit_only,single_visit_only
1769,1,0,2020-08-12,2020-08-12,0.0,1,0,ΠΕΡΙΣΤΕΡΑ,,Typhoon1,strong,single_visit_only,single_visit_only
1770,1,0,2020-08-12,2020-08-12,0.0,1,0,ΠΕΡΙΣΤΕΡΑ,,Typhoon1,strong,single_visit_only,single_visit_only
1771,1,0,2020-08-12,2020-08-12,0.0,1,0,ΠΕΡΙΣΤΕΡΑ,,Typhoon1,strong,single_visit_only,single_visit_only
1772,1,0,2020-08-12,2020-08-12,0.0,1,0,ΠΕΡΙΣΤΕΡΑ,,Typhoon1,strong,single_visit_only,single_visit_only
1773,1,0,2020-08-13,2020-08-13,0.0,1,1,ΠΕΡΙΣΤΕΡΑ,FLIPS BAY,Typhoon1,strong,single_visit_only,single_visit_only
1774,1,0,2020-08-13,2020-08-13,0.0,1,0,ΠΕΡΙΣΤΕΡΑ,,Typhoon1,strong,single_visit_only,single_visit_only
1775,1,0,2020-08-13,2020-08-13,0.0,1,0,ΠΕΡΙΣΤΕΡΑ,,Typhoon1,strong,single_visit_only,single_visit_only
1776,1,0,2020-08-13,2020-08-13,0.0,1,0,ΠΕΡΙΣΤΕΡΑ,,Typhoon1,strong,single_visit_only,single_visit_only
1777,1,0,2020-08-13,2020-08-13,0.0,1,1,ΠΕΡΙΣΤΕΡΑ,ΠΑΡΑΛΊΑ ΠΕΡΙΣΤΈΡΑ,Typhoon1,strong,single_visit_only,single_visit_only
1778,1,0,2020-08-13,2020-08-13,0.0,1,0,ΠΕΡΙΣΤΕΡΑ,,Typhoon1,strong,single_visit_only,single_visit_only
1779,1,0,2020-08-13,2020-08-13,0.0,1,0,ΠΕΡΙΣΤΕΡΑ,,Typhoon1,strong,single_visit_only,single_visit_only
1780,1,0,2020-08-13,2020-08-13,0.0,1,0,ΠΕΡΙΣΤΕΡΑ,,Typhoon1,strong,single_visit_only,single_visit_only
1781,1,0,2020-08-13,2020-08-13,0.0,1,1,ΠΕΡΙΣΤΕΡΑ,ΠΑΡΑΛΊΑ ΓΛΎΦΑ,Typhoon1,strong,single_visit_only,single_visit_only
1782,1,0,2020-08-13,2020-08-13,0.0,1,0,ΠΕΡΙΣΤΕΡΑ,,Typhoon1,strong,single_visit_only,single_visit_only
1783,1,0,2020-08-13,2020-08-13,0.0,1,0,ΠΕΡΙΣΤΕΡΑ,,Typhoon1,strong,single_visit_only,single_visit_only
1784,1,0,2020-08-14,2020-08-14,0.0,1,0,ΠΕΡΙΣΤΕΡΑ,,Typhoon1,strong,single_visit_only,single_visit_only
1785,1,0,2020-08-25,2020-08-25,0.0,1,0,ΒΟΡΕΙΕΣ ΣΠΟΡΑΔΕΣ (ΚΥΡΑ ΠΑΝΑΓΙΑ - ΓΙΟΥΡΑ - ΨΑΘΟΥΡΑ),,Typhoon1,strong,single_visit_only,single_visit_only
1786,1,0,2020-08-25,2020-08-25,0.0,1,0,ΒΟΡΕΙΕΣ ΣΠΟΡΑΔΕΣ (ΚΥΡΑ ΠΑΝΑΓΙΑ - ΓΙΟΥΡΑ - ΨΑΘΟΥΡΑ),,Typhoon1,strong,single_visit_only,single_visit_only
1787,1,0,2020-08-26,2020-08-26,0.0,1,0,ΒΟΡΕΙΕΣ ΣΠΟΡΑΔΕΣ (ΚΥΡΑ ΠΑΝΑΓΙΑ - ΓΙΟΥΡΑ - ΨΑΘΟΥΡΑ),,Typhoon1,strong,single_visit_only,single_visit_only
1788,2,1,2020-08-26,2024-04-02,3.570717222643891,2,0,ΒΟΡΕΙΕΣ ΣΠΟΡΑΔΕΣ (ΚΥΡΑ ΠΑΝΑΓΙΑ - ΓΙΟΥΡΑ - ΨΑΘΟΥΡΑ) | ΒΟΡΕΙΕΣ ΣΠΟΡΑΔΕΣ (ΚΥΡΑ ΠΑΝΑΓΙΑ - ΨΑΘΟΥΡΑ),,Typhoon1 | Typhoon2,strong,identity_review,multiple_regions
1789,2,1,2020-08-26,2024-04-02,18.134001159737576,2,0,ΒΟΡΕΙΕΣ ΣΠΟΡΑΔΕΣ (ΚΥΡΑ ΠΑΝΑΓΙΑ - ΓΙΟΥΡΑ - ΨΑΘΟΥΡΑ) | ΒΟΡΕΙΕΣ ΣΠΟΡΑΔΕΣ (ΚΥΡΑ ΠΑΝΑΓΙΑ - ΨΑΘΟΥΡΑ),,Typhoon1 | Typhoon2,strong,identity_review,multiple_regions
1790,2,1,2020-08-26,2024-04-02,10.72628408551945,2,1,ΒΟΡΕΙΕΣ ΣΠΟΡΑΔΕΣ (ΚΥΡΑ ΠΑΝΑΓΙΑ - ΓΙΟΥΡΑ - ΨΑΘΟΥΡΑ) | ΒΟΡΕΙΕΣ ΣΠΟΡΑΔΕΣ (ΚΥΡΑ ΠΑΝΑΓΙΑ - ΨΑΘΟΥΡΑ),ΠΑΡΑΛΊΑ ΑΓΊΟΥ ΠΈΤΡΟΥ,Typhoon1 | Typhoon2,strong,identity_review,multiple_regions
1791,2,1,2020-08-26,2024-04-02,414.93561301825156,2,0,ΒΟΡΕΙΕΣ ΣΠΟΡΑΔΕΣ (ΚΥΡΑ ΠΑΝΑΓΙΑ - ΓΙΟΥΡΑ - ΨΑΘΟΥΡΑ) | ΒΟΡΕΙΕΣ ΣΠΟΡΑΔΕΣ (ΚΥΡΑ ΠΑΝΑΓΙΑ - ΨΑΘΟΥΡΑ),,Typhoon1 | Typhoon2,review_coordinates,identity_review,review_coordinates; multiple_regions
1792,2,1,2020-08-26,2024-04-02,406.6349710037237,2,0,ΒΟΡΕΙΕΣ ΣΠΟΡΑΔΕΣ (ΚΥΡΑ ΠΑΝΑΓΙΑ - ΓΙΟΥΡΑ - ΨΑΘΟΥΡΑ) | ΒΟΡΕΙΕΣ ΣΠΟΡΑΔΕΣ (ΚΥΡΑ ΠΑΝΑΓΙΑ - ΨΑΘΟΥΡΑ),,Typhoon1 | Typhoon2,review_coordinates,identity_review,review_coordinates; multiple_regions
1793,1,0,2020-08-26,2020-08-26,0.0,1,0,ΒΟΡΕΙΕΣ ΣΠΟΡΑΔΕΣ (ΚΥΡΑ ΠΑΝΑΓΙΑ - ΓΙΟΥΡΑ - ΨΑΘΟΥΡΑ),,Typhoon1,strong,single_visit_only,single_visit_only
1794,1,0,2020-08-26,2020-08-26,0.0,1,0,ΒΟΡΕΙΕΣ ΣΠΟΡΑΔΕΣ (ΚΥΡΑ ΠΑΝΑΓΙΑ - ΓΙΟΥΡΑ - ΨΑΘΟΥΡΑ),,Typhoon1,strong,single_visit_only,single_visit_only
1795,1,0,2020-08-26,2020-08-26,0.0,1,0,ΒΟΡΕΙΕΣ ΣΠΟΡΑΔΕΣ (ΚΥΡΑ ΠΑΝΑΓΙΑ - ΓΙΟΥΡΑ - ΨΑΘΟΥΡΑ),,Typhoon1,strong,single_visit_only,single_visit_only
1796,1,0,2020-08-26,2020-08-26,0.0,1,0,ΒΟΡΕΙΕΣ ΣΠΟΡΑΔΕΣ (ΚΥΡΑ ΠΑΝΑΓΙΑ - ΓΙΟΥΡΑ - ΨΑΘΟΥΡΑ),,Typhoon1,strong,single_visit_only,single_visit_only
1797,1,0,2020-08-27,2020-08-27,0.0,1,0,ΒΟΡΕΙΕΣ ΣΠΟΡΑΔΕΣ (ΚΥΡΑ ΠΑΝΑΓΙΑ - ΓΙΟΥΡΑ - ΨΑΘΟΥΡΑ),,Typhoon1,strong,single_visit_only,single_visit_only
1798,1,0,2020-08-27,2020-08-27,0.0,1,0,ΒΟΡΕΙΕΣ ΣΠΟΡΑΔΕΣ (ΚΥΡΑ ΠΑΝΑΓΙΑ - ΓΙΟΥΡΑ - ΨΑΘΟΥΡΑ),,Typhoon1,strong,single_visit_only,single_visit_only
1799,1,0,2020-08-27,2020-08-27,0.0,1,0,ΒΟΡΕΙΕΣ ΣΠΟΡΑΔΕΣ (ΚΥΡΑ ΠΑΝΑΓΙΑ - ΓΙΟΥΡΑ - ΨΑΘΟΥΡΑ),,Typhoon1,strong,single_visit_only,single_visit_only
1800,1,0,2020-08-27,2020-08-27,0.0,1,0,ΒΟΡΕΙΕΣ ΣΠΟΡΑΔΕΣ (ΚΥΡΑ ΠΑΝΑΓΙΑ - ΓΙΟΥΡΑ - ΨΑΘΟΥΡΑ),,Typhoon1,strong,single_visit_only,single_visit_only
1801,1,0,2020-08-27,2020-08-27,0.0,1,0,ΒΟΡΕΙΕΣ ΣΠΟΡΑΔΕΣ (ΚΥΡΑ ΠΑΝΑΓΙΑ - ΓΙΟΥΡΑ - ΨΑΘΟΥΡΑ),,Typhoon1,strong,single_visit_only,single_visit_only
1802,1,0,2020-08-27,2020-08-27,0.0,1,0,ΒΟΡΕΙΕΣ ΣΠΟΡΑΔΕΣ (ΚΥΡΑ ΠΑΝΑΓΙΑ - ΓΙΟΥΡΑ - ΨΑΘΟΥΡΑ),,Typhoon1,strong,single_visit_only,single_visit_only
1803,1,0,2020-08-27,2020-08-27,0.0,1,0,ΒΟΡΕΙΕΣ ΣΠΟΡΑΔΕΣ (ΚΥΡΑ ΠΑΝΑΓΙΑ - ΓΙΟΥΡΑ - ΨΑΘΟΥΡΑ),,Typhoon1,strong,single_visit_only,single_visit_only
1804,1,0,2020-08-28,2020-08-28,0.0,1,0,ΒΟΡΕΙΕΣ ΣΠΟΡΑΔΕΣ (ΚΥΡΑ ΠΑΝΑΓΙΑ - ΓΙΟΥΡΑ - ΨΑΘΟΥΡΑ),,Typhoon1,strong,single_visit_only,single_visit_only
1805,1,0,2020-08-28,2020-08-28,0.0,1,0,ΒΟΡΕΙΕΣ ΣΠΟΡΑΔΕΣ (ΚΥΡΑ ΠΑΝΑΓΙΑ - ΓΙΟΥΡΑ - ΨΑΘΟΥΡΑ),,Typhoon1,strong,single_visit_only,single_visit_only
1806,1,0,2020-08-28,2020-08-28,0.0,1,0,ΒΟΡΕΙΕΣ ΣΠΟΡΑΔΕΣ (ΚΥΡΑ ΠΑΝΑΓΙΑ - ΓΙΟΥΡΑ - ΨΑΘΟΥΡΑ),,Typhoon1,strong,single_visit_only,single_visit_only
1807,1,0,2020-08-28,2020-08-28,0.0,1,0,ΒΟΡΕΙΕΣ ΣΠΟΡΑΔΕΣ (ΚΥΡΑ ΠΑΝΑΓΙΑ - ΓΙΟΥΡΑ - ΨΑΘΟΥΡΑ),,Typhoon1,strong,single_visit_only,single_visit_only
1808,1,0,2020-08-28,2020-08-28,0.0,1,0,ΒΟΡΕΙΕΣ ΣΠΟΡΑΔΕΣ (ΚΥΡΑ ΠΑΝΑΓΙΑ - ΓΙΟΥΡΑ - ΨΑΘΟΥΡΑ),,Typhoon1,strong,single_visit_only,single_visit_only
1809,1,0,2020-08-28,2020-08-28,0.0,1,0,ΒΟΡΕΙΕΣ ΣΠΟΡΑΔΕΣ (ΚΥΡΑ ΠΑΝΑΓΙΑ - ΓΙΟΥΡΑ - ΨΑΘΟΥΡΑ),,Typhoon1,strong,single_visit_only,single_visit_only
1810,1,0,2020-08-28,2020-08-28,0.0,1,0,ΒΟΡΕΙΕΣ ΣΠΟΡΑΔΕΣ (ΚΥΡΑ ΠΑΝΑΓΙΑ - ΓΙΟΥΡΑ - ΨΑΘΟΥΡΑ),,Typhoon1,strong,single_visit_only,single_visit_only
1811,1,0,2020-08-28,2020-08-28,0.0,1,0,ΒΟΡΕΙΕΣ ΣΠΟΡΑΔΕΣ (ΚΥΡΑ ΠΑΝΑΓΙΑ - ΓΙΟΥΡΑ - ΨΑΘΟΥΡΑ),,Typhoon1,strong,single_visit_only,single_visit_only
1812,1,0,2020-08-28,2020-08-28,0.0,1,0,ΒΟΡΕΙΕΣ ΣΠΟΡΑΔΕΣ (ΚΥΡΑ ΠΑΝΑΓΙΑ - ΓΙΟΥΡΑ - ΨΑΘΟΥΡΑ),,Typhoon1,strong,single_visit_only,single_visit_only
1813,1,0,2020-08-28,2020-08-28,0.0,1,0,ΒΟΡΕΙΕΣ ΣΠΟΡΑΔΕΣ (ΚΥΡΑ ΠΑΝΑΓΙΑ - ΓΙΟΥΡΑ - ΨΑΘΟΥΡΑ),,Typhoon1,strong,single_visit_only,single_visit_only
1814,1,0,2020-08-28,2020-08-28,0.0,1,0,ΒΟΡΕΙΕΣ ΣΠΟΡΑΔΕΣ (ΚΥΡΑ ΠΑΝΑΓΙΑ - ΓΙΟΥΡΑ - ΨΑΘΟΥΡΑ),,Typhoon1,strong,single_visit_only,single_visit_only
1815,1,0,2020-08-28,2020-08-28,0.0,1,0,ΒΟΡΕΙΕΣ ΣΠΟΡΑΔΕΣ (ΚΥΡΑ ΠΑΝΑΓΙΑ - ΓΙΟΥΡΑ - ΨΑΘΟΥΡΑ),,Typhoon1,strong,single_visit_only,single_visit_only
1816,2,1,2020-08-29,2024-04-02,21.24574788733078,2,1,ΒΟΡΕΙΕΣ ΣΠΟΡΑΔΕΣ (ΚΥΡΑ ΠΑΝΑΓΙΑ - ΓΙΟΥΡΑ - ΨΑΘΟΥΡΑ) | ΒΟΡΕΙΕΣ ΣΠΟΡΑΔΕΣ (ΚΥΡΑ ΠΑΝΑΓΙΑ - ΨΑΘΟΥΡΑ),ΠΑΡΑΛΊΑ ΨΑΘΟΎΡΑ,Typhoon1 | Typhoon2,strong,identity_review,multiple_regions
